SA2_CODE,Total_Population,Median_age_persons,Median_tot_prsnl_inc_weekly,Total_Managers,Total_Professionals,Total_White_Collar,Total_High_Value_Professionals,Professional_Density_per_1000,Total_Professional_Industry_Workers,Professional_Industry_Concentration,Total_Flats_Apartments,Total_Separate_Houses,Commercial_Density_Proxy,Commercial_Stock_Ratio,Commercial_Opportunity_Score,Demand_Gap_Index,Is_Employment_Cluster,Is_Emerging_Cluster,Score_Professional_Demand,Score_Professional_Density,Score_Industry_Concentration,Score_Commercial_Deficit,Score_Income
506031129,14518,42,791,1858,4694,8195,6552,451.27,864,59.51,270,8865,189.0,0.02,37.08,33.82,True,False,36.17,32.23,4.54,98.88,24.34
506031131,19262,40,755,1971,6075,10293,8046,417.69,1277,66.29,859,11766,601.3,0.05,38.59,35.8,False,False,44.42,29.84,5.06,96.43,23.23
506041132,20280,35,710,1285,2778,6233,4063,200.34,1052,51.87,539,13419,381.5,0.03,27.94,17.95,False,False,22.43,14.31,3.96,97.74,21.85
506041133,24415,36,837,2607,5861,11588,8468,346.82,1544,63.24,188,14269,133.4,0.01,38.64,35.48,False,False,46.75,24.77,4.83,99.21,25.75
506041134,21146,38,635,1010,1804,4898,2814,133.07,981,46.39,615,13817,438.6,0.03,24.31,12.19,False,False,15.54,9.5,3.54,97.4,19.54
506041135,21869,34,842,2189,4227,9492,6416,293.37,1365,62.41,31,14279,24.1,0.0,34.39,28.15,False,False,35.42,20.95,4.76,99.86,25.91
506041136,15005,36,669,881,1507,3870,2388,159.14,660,43.98,456,9309,429.3,0.04,24.14,11.96,False,False,13.18,11.37,3.36,97.45,20.58
506041137,23665,38,682,1718,3493,8135,5211,220.19,1412,59.66,266,16256,186.2,0.01,30.41,22.0,False,False,28.77,15.73,4.55,98.9,20.98
506051138,19729,36,855,1874,3140,7779,5014,254.13,1157,58.64,12,13664,80.1,0.01,31.3,22.81,False,False,27.68,18.15,4.48,99.52,26.31
506051139,12198,38,839,1142,1550,4638,2692,220.67,665,54.51,5,9418,3.5,0.0,26.81,15.31,False,False,14.86,15.76,4.16,99.98,25.82
506051140,15136,47,827,2209,3550,7885,5759,380.46,1032,68.18,133,11051,97.3,0.01,34.83,29.31,False,False,31.79,27.18,5.2,99.42,25.45
506051141,11698,44,806,1661,2634,5819,4295,367.13,790,67.53,56,7671,62.6,0.01,32.12,24.87,False,False,23.71,26.22,5.16,99.63,24.8
506061142,20471,31,949,1817,2559,7201,4376,213.76,1215,59.35,36,13421,25.2,0.0,29.87,19.68,False,False,24.16,15.27,4.53,99.85,29.2
506061143,7165,39,867,997,954,3014,1951,272.26,484,67.54,25,4568,18.4,0.0,26.78,15.09,False,False,10.77,19.45,5.16,99.89,26.68
506061144,4607,45,784,572,541,1637,1113,241.54,215,46.66,0,2720,70.8,0.02,24.22,11.65,False,False,6.14,17.25,3.56,99.58,24.12
506071145,14575,38,1010,2219,6085,10216,8304,569.7,1040,71.35,2431,4681,1701.7,0.24,41.61,38.9,True,False,45.85,40.69,5.45,89.9,31.08
506071146,11653,40,805,1597,3966,6914,5563,477.35,674,57.83,205,7197,143.5,0.02,35.97,32.13,True,False,30.71,34.1,4.42,99.15,24.77
506071147,17226,40,1131,3185,7208,12555,10393,603.3,1281,74.36,4521,6971,3165.9,0.28,44.78,40.8,True,False,57.38,43.09,5.68,81.21,34.8
507011148,21746,34,1035,2847,6060,12271,8907,409.57,1685,77.48,357,13530,250.8,0.02,41.21,38.63,False,False,49.17,29.26,5.92,98.51,31.85
507011152,9816,42,896,1433,2019,4895,3452,351.63,605,61.63,67,6589,177.1,0.02,30.54,21.86,False,False,19.06,25.12,4.7,98.95,27.57
507011153,8503,39,795,788,2163,4078,2951,347.01,576,67.73,904,5953,632.8,0.09,29.0,19.77,False,False,16.29,24.79,5.17,96.24,24.46
507011154,11327,39,765,1154,2753,4908,3907,344.9,738,65.15,793,7183,555.1,0.07,30.48,22.34,False,False,21.57,24.64,4.97,96.71,23.54
507011158,3741,46,1238,902,1255,2709,2157,576.43,350,93.53,1508,1443,1055.6,0.36,33.16,24.88,False,False,11.91,41.17,7.14,93.74,38.09
507011159,11723,37,838,1147,2547,5386,3694,315.08,809,69.0,1528,7715,1069.6,0.12,29.42,20.09,False,False,20.39,22.51,5.27,93.65,25.78
507011160,11268,41,763,1163,2029,4572,3192,283.25,701,62.21,664,7311,464.8,0.06,28.23,18.41,False,False,17.62,20.23,4.75,97.24,23.48
507011161,17454,33,1064,2102,4532,9344,6634,380.06,1205,69.03,1181,10513,826.7,0.07,36.37,30.32,False,False,36.63,27.15,5.27,95.09,32.74
507011163,7631,37,879,862,1395,3339,2257,295.73,471,61.71,3,5311,2.1,0.0,27.66,16.79,False,False,12.46,21.12,4.71,99.99,27.05
507011259,10128,34,1001,1234,2181,4920,3415,337.15,643,63.48,354,6973,247.8,0.03,30.51,21.15,False,False,18.85,24.08,4.85,98.53,30.8
507011260,2446,45,910,379,667,1462,1046,427.46,136,55.58,6,1748,4.2,0.0,28.01,18.15,False,False,5.77,30.53,4.24,99.98,28.0
507021164,7819,44,1075,1545,3023,5386,4568,584.14,567,72.51,1067,4028,755.0,0.15,36.74,31.97,False,False,25.22,41.72,5.54,95.52,33.08
507021165,16720,43,1059,2896,7122,11604,10018,599.13,1367,81.75,4698,6836,3303.9,0.29,43.86,39.43,True,False,55.31,42.79,6.24,80.39,32.58
507021166,15372,42,874,2112,5336,8891,7448,484.49,1050,68.3,779,9952,640.1,0.06,39.15,36.42,True,False,41.12,34.61,5.21,96.2,26.89
507031169,17953,31,942,1487,3081,6886,4568,254.43,1408,78.42,319,12278,223.3,0.02,31.01,21.41,False,False,25.22,18.17,5.99,98.67,28.98
507031170,7434,39,594,349,690,1711,1039,139.74,348,46.81,252,5501,179.1,0.03,21.6,7.78,False,False,5.74,9.98,3.57,98.94,18.28
507031174,11286,37,632,534,894,2393,1428,126.52,581,51.48,838,8380,586.6,0.06,21.83,8.17,False,False,7.88,9.04,3.93,96.52,19.45
507031261,9084,32,1046,963,1677,3897,2640,290.59,578,63.62,10,5573,7.0,0.0,28.75,17.66,False,False,14.58,20.76,4.86,99.96,32.18
507041175,11725,43,1110,2261,4465,8162,6726,573.6,701,59.78,1302,6473,911.4,0.12,39.9,36.94,True,False,37.13,40.97,4.56,94.59,34.15
507041176,3832,41,852,495,1356,2327,1851,482.91,273,71.22,8,2336,5.6,0.0,30.39,22.35,False,False,10.22,34.49,5.44,99.97,26.22
507041177,14778,41,994,2462,4951,9446,7413,501.59,1065,72.06,821,7868,574.7,0.07,39.88,37.07,True,False,40.93,35.83,5.5,96.59,30.58
507041178,15476,42,954,2560,5475,9993,8035,519.16,922,59.57,1056,8617,739.2,0.08,40.77,38.94,True,False,44.36,37.08,4.55,95.61,29.35
507041179,8030,44,756,871,2599,4361,3470,432.08,436,54.29,661,4800,462.7,0.08,31.21,24.32,False,False,19.16,30.86,4.14,97.25,23.26
507041180,10883,42,907,1498,3660,6922,5158,473.91,791,72.68,24,7416,16.8,0.0,35.89,31.13,True,False,28.48,33.85,5.55,99.9,27.91
507041181,17452,42,995,3117,5652,11166,8769,502.44,1147,65.72,506,10191,356.0,0.03,42.24,41.26,True,False,48.41,35.89,5.02,97.89,30.62
507041182,12489,42,740,1413,3447,6540,4860,389.11,805,64.45,485,8065,339.5,0.04,32.96,26.76,False,False,26.83,27.79,4.92,97.99,22.77
507041183,5447,37,829,624,1503,2736,2127,390.42,365,67.0,83,3787,58.1,0.02,29.02,19.75,False,False,11.74,27.89,5.11,99.66,25.51
507041184,6020,45,762,917,2144,3854,3061,508.39,400,66.43,0,4037,0.0,0.0,32.51,26.61,False,False,16.9,36.31,5.07,100.0,23.45
507051186,8503,42,596,492,651,1847,1143,134.41,520,61.15,46,6544,32.2,0.0,22.03,7.94,False,False,6.31,9.6,4.67,99.81,18.34
507051187,13477,36,755,1070,1479,3922,2549,189.12,1027,76.2,0,9092,0.0,0.0,26.09,13.79,False,False,14.07,13.51,5.82,100.0,23.23
507051188,16411,47,692,1345,1712,4636,3057,186.27,2299,140.08,2573,9878,1917.2,0.15,25.95,13.37,False,False,16.88,13.3,10.69,88.62,21.29
507051190,12039,46,695,1020,1757,3942,2777,230.65,885,73.5,1300,9091,910.0,0.09,26.17,15.04,False,False,15.33,16.47,5.61,94.6,21.38
507051191,22178,33,938,2475,3790,8827,6265,282.47,2012,90.72,21,15184,14.7,0.0,34.68,27.36,False,False,34.59,20.18,6.93,99.91,28.86
507051192,12539,39,740,955,1545,3757,2500,199.36,953,76.0,55,9613,38.5,0.0,26.1,13.99,False,False,13.8,14.24,5.8,99.77,22.77
507051193,10741,38,685,740,1101,2893,1841,171.38,749,69.73,31,8062,24.7,0.0,24.26,11.19,False,False,10.16,12.24,5.32,99.85,21.08
507051312,11651,31,948,1126,1626,4136,2752,236.18,1036,88.91,125,7992,143.0,0.02,27.92,15.9,False,False,15.19,16.87,6.79,99.15,29.17
507051313,26046,32,938,2640,4030,9932,6670,256.08,2183,83.81,4,17678,2.8,0.0,34.78,27.55,False,False,36.82,18.29,6.4,99.98,28.86
507051314,2096,30,895,225,249,711,474,226.04,166,79.16,0,1426,0.0,0.0,23.78,9.38,False,False,2.62,16.15,6.04,100.0,27.54
509011225,14828,49,708,1540,2778,5668,4318,291.19,875,59.01,112,11439,112.0,0.01,30.33,22.17,False,False,23.84,20.8,4.5,99.34,21.78
509011226,3707,45,738,997,620,1924,1617,436.08,194,52.32,8,2497,26.0,0.01,28.51,20.01,False,False,8.93,31.15,3.99,99.85,22.71
509011227,5211,44,714,461,847,1884,1308,250.96,349,66.96,10,4067,7.0,0.0,24.86,12.57,False,False,7.22,17.93,5.11,99.96,21.97
509011228,6310,50,630,1009,1054,2521,2063,326.89,325,51.5,3,4547,9.9,0.0,26.97,17.36,False,False,11.39,23.35,3.93,99.94,19.38
509011229,2862,39,931,1141,229,1598,1370,478.52,139,48.55,5,2088,19.1,0.01,29.4,20.85,False,False,7.56,34.18,3.71,99.89,28.65
509011230,4512,40,714,656,449,1500,1105,244.85,229,50.74,10,3175,8.5,0.0,24.17,11.79,False,False,6.1,17.49,3.87,99.95,21.97
509011231,4053,44,829,1522,345,2165,1867,460.53,161,39.71,6,3072,9.3,0.0,29.46,21.59,False,False,10.31,32.9,3.03,99.94,25.51
509011232,3679,48,721,453,594,1400,1047,284.51,276,75.0,8,2404,44.0,0.02,25.14,13.02,False,False,5.78,20.32,5.73,99.74,22.18
509011233,11333,39,697,974,1194,3269,2168,191.28,676,59.64,18,8157,64.5,0.01,25.0,12.77,False,False,11.97,13.66,4.55,99.62,21.45
509011234,5388,48,626,1045,514,1992,1559,289.29,288,53.44,7,4096,22.0,0.01,25.47,14.62,False,False,8.61,20.66,4.08,99.87,19.26
509021236,5930,44,798,887,658,2293,1545,260.5,387,65.25,30,3867,21.0,0.01,25.64,13.55,False,False,8.53,18.61,4.98,99.88,24.55
509021237,3789,47,638,858,271,1395,1129,297.89,200,52.77,38,2641,34.1,0.01,24.93,13.73,False,False,6.23,21.28,4.03,99.8,19.63
509021238,3801,47,738,1140,334,1838,1474,387.69,256,67.33,0,3092,12.6,0.0,27.65,17.9,False,False,8.14,27.69,5.14,99.93,22.71
509021239,8929,50,684,1612,809,3205,2421,271.11,418,46.81,65,6417,96.8,0.01,26.58,16.27,False,False,13.37,19.36,3.57,99.43,21.05
509021240,4893,43,796,1108,461,1986,1569,320.6,311,63.55,11,3467,22.7,0.01,26.72,15.76,False,False,8.66,22.9,4.85,99.87,24.49
509021241,4471,43,892,1329,441,2166,1770,395.8,194,43.38,0,3024,19.5,0.01,28.39,19.0,False,False,9.77,28.27,3.31,99.88,27.45
509021242,3005,47,853,1035,178,1450,1213,403.53,222,73.85,3,2196,6.9,0.0,27.96,17.75,False,False,6.7,28.82,5.64,99.96,26.25
509021243,11358,43,660,1151,1154,3385,2305,202.92,877,77.21,36,8221,44.1,0.01,25.61,13.57,False,False,12.73,14.49,5.89,99.74,20.31
509021244,4601,54,624,545,530,1531,1075,233.59,320,69.53,0,3507,12.9,0.0,23.92,11.3,False,False,5.93,16.69,5.31,99.92,19.2
509021245,5158,56,592,845,525,1794,1370,265.56,280,54.27,16,4125,26.8,0.01,24.64,13.24,False,False,7.56,18.97,4.14,99.84,18.22
509031246,3504,50,693,1019,258,1566,1277,364.34,176,50.21,0,2715,1.5,0.0,26.52,16.54,False,False,7.05,26.02,3.83,99.99,21.32
509031247,4249,44,897,1847,337,2552,2184,513.88,256,60.24,8,2996,17.0,0.01,31.46,24.36,False,False,12.06,36.71,4.6,99.9,27.6
509031248,2376,45,774,274,239,711,513,215.82,119,50.06,0,1746,5.4,0.0,22.84,9.12,False,False,2.83,15.42,3.82,99.97,23.82
509031249,4370,43,726,510,633,1538,1143,261.5,286,65.43,16,3312,14.5,0.0,24.78,12.48,False,False,6.31,18.68,5.0,99.91,22.34
509031250,4859,48,779,1514,436,2346,1950,401.23,261,53.7,7,3657,11.2,0.0,28.6,19.7,False,False,10.77,28.66,4.1,99.93,23.97
510011262,14660,34,1164,1947,3353,7140,5300,361.5,1354,92.35,335,8198,356.9,0.04,34.91,26.96,False,False,29.26,25.82,7.05,97.88,35.82
510011263,7045,32,461,475,930,1841,1405,199.4,524,74.37,12,3968,53.7,0.01,23.39,10.96,False,False,7.76,14.24,5.68,99.68,14.18
510011264,3603,29,362,219,325,648,544,150.94,160,44.4,35,1893,55.1,0.03,20.34,6.87,False,False,3.0,10.78,3.39,99.67,11.14
510011265,7477,33,1016,989,1289,3049,2278,304.63,657,87.86,324,3451,384.6,0.09,28.34,16.78,False,False,12.58,21.76,6.71,97.72,31.26
510011266,2310,31,471,220,275,645,495,214.19,91,39.38,0,1275,46.8,0.03,21.65,8.99,False,False,2.73,15.3,3.01,99.72,14.49
510021267,5910,36,1801,327,635,1207,962,162.75,122,20.64,16,768,35.2,0.04,25.32,8.45,False,False,5.31,11.62,1.58,99.79,55.42
510021268,4239,31,1624,350,465,1190,815,192.22,227,53.54,74,3318,51.8,0.02,25.55,9.09,False,False,4.5,13.73,4.09,99.69,49.97
510021269,4253,34,1841,688,803,2120,1491,350.49,245,57.59,689,2407,506.3,0.16,29.82,16.13,False,False,8.23,25.04,4.4,97.0,56.65
510021270,11046,32,1415,733,1188,2998,1921,173.89,624,56.49,594,6212,436.5,0.06,26.11,11.22,False,False,10.61,12.42,4.31,97.41,43.54
510031271,7391,34,1865,571,755,1895,1326,179.38,351,47.48,93,3752,103.8,0.03,26.77,10.0,False,False,7.32,12.81,3.63,99.38,57.38
510031272,17013,32,1570,1961,2700,6705,4661,273.95,1276,75.0,841,10171,633.1,0.06,33.02,21.8,False,False,25.73,19.57,5.73,96.24,48.31
510031273,5187,34,1425,414,564,1436,978,188.51,209,40.29,80,2378,78.2,0.03,24.92,9.39,False,False,5.4,13.47,3.08,99.54,43.85
511011274,12003,42,785,1364,1514,4176,2878,239.75,614,51.15,229,8094,199.3,0.02,27.07,16.31,False,False,15.89,17.13,3.9,98.82,24.15
511011275,3966,41,960,1407,313,2043,1720,433.58,147,37.06,32,2787,46.4,0.02,29.07,20.18,False,False,9.5,30.97,2.83,99.72,29.54
511021276,4879,41,782,789,516,1786,1305,267.42,378,77.46,121,2910,138.7,0.04,25.4,13.04,False,False,7.2,19.1,5.91,99.18,24.06
511021277,4659,37,905,730,671,1952,1401,300.64,431,92.49,159,2704,299.7,0.09,26.62,14.34,False,False,7.73,21.47,7.06,98.22,27.85
511031278,7150,35,1014,419,464,1528,883,123.48,226,31.6,0,4284,42.3,0.01,22.23,6.83,False,False,4.87,8.82,2.41,99.75,31.2
511031279,13213,34,1208,1380,2049,5048,3429,259.5,782,59.18,347,7710,313.1,0.04,29.66,18.39,False,False,18.93,18.54,4.52,98.14,37.17
511031280,8711,33,1369,950,1938,4005,2888,331.5,609,69.9,10,5941,7.0,0.0,30.98,19.8,False,False,15.94,23.68,5.34,99.96,42.12
511031282,4389,39,893,258,321,890,579,131.89,233,53.08,49,2740,42.4,0.02,21.83,6.29,False,False,3.2,9.42,4.05,99.75,27.48
511031283,4804,35,900,323,458,1024,781,162.54,300,62.43,50,1862,57.5,0.03,22.87,7.93,False,False,4.31,11.61,4.77,99.66,27.69
511041285,11888,46,666,890,1834,3713,2724,229.12,576,48.45,560,7993,409.7,0.05,26.03,15.32,False,False,15.04,16.37,3.7,97.57,20.49
511041286,7824,37,721,647,777,2167,1424,181.98,361,46.13,9,5017,11.4,0.0,23.52,10.42,False,False,7.86,13.0,3.52,99.93,22.18
511041287,8546,36,871,796,1259,3090,2055,240.44,610,71.37,13,6063,60.7,0.01,26.41,14.21,False,False,11.35,17.17,5.45,99.64,26.8
511041288,10333,38,947,1124,2119,4482,3243,313.82,901,87.19,45,7007,52.5,0.01,30.17,20.1,False,False,17.9,22.42,6.66,99.69,29.14
511041289,3680,53,626,419,343,1040,762,207.01,103,27.98,55,2639,58.0,0.02,22.26,9.46,False,False,4.21,14.79,2.14,99.66,19.26
511041290,3153,38,1024,379,242,778,621,196.89,235,74.51,34,1258,56.5,0.04,23.78,8.72,False,False,3.43,14.06,5.69,99.66,31.51
511041291,3876,47,768,1141,279,1709,1420,366.26,301,77.64,0,2635,12.6,0.0,27.43,16.99,False,False,7.84,26.16,5.93,99.93,23.63
511041292,5679,50,664,1255,547,2274,1802,317.25,247,43.49,51,3742,81.3,0.02,26.28,16.23,False,False,9.95,22.66,3.32,99.52,20.43
597979799,514,40,2123,13,61,88,74,143.69,5,9.71,0,0,0.0,0.0,24.37,5.34,False,False,0.41,10.26,0.74,100.0,65.32
599999499,8055,0,0,211,501,1011,712,88.38,149,18.5,0,0,0.0,0.0,18.04,5.12,False,False,3.93,6.31,1.41,100.0,0.0
601011001,8150,31,519,308,305,1084,613,75.21,307,37.66,484,6350,338.8,0.05,19.23,4.29,False,False,3.38,5.37,2.88,97.99,15.97
601011002,6449,35,833,684,665,2408,1349,209.15,541,83.88,832,4178,582.4,0.12,24.29,10.81,False,False,7.45,14.94,6.4,96.54,25.63
601011003,4989,41,883,696,926,2530,1622,325.05,639,128.06,317,3450,223.4,0.06,27.96,15.87,False,False,8.95,23.22,9.78,98.67,27.17
601021004,6522,44,837,878,1870,3539,2748,421.28,823,126.17,422,5004,303.2,0.06,31.31,22.22,False,False,15.17,30.09,9.63,98.2,25.75
601021005,8573,43,983,1492,2268,5035,3760,438.54,1166,135.99,6,5926,27.9,0.0,34.13,26.0,False,False,20.76,31.32,10.38,99.83,30.25
601021006,3452,41,886,426,898,1894,1324,383.43,539,156.1,43,2870,30.1,0.01,29.12,17.32,False,False,7.31,27.39,11.92,99.82,27.26
601021007,11627,43,890,1643,3012,6515,4655,400.33,1647,141.64,12,9236,8.4,0.0,34.75,27.13,False,False,25.7,28.59,10.81,99.95,27.38
601021008,7830,47,832,981,1907,3859,2888,368.79,958,122.33,196,5864,142.6,0.02,30.67,20.96,False,False,15.94,26.34,9.34,99.15,25.6
601021009,5168,36,636,357,690,1600,1047,202.55,449,86.86,5,4147,3.5,0.0,23.63,10.12,False,False,5.78,14.47,6.63,99.98,19.57
601021010,3501,35,589,178,183,634,361,103.08,167,47.69,0,2331,3.9,0.0,19.98,4.68,False,False,1.99,7.36,3.64,99.98,18.12
601021011,7874,31,728,604,1109,2739,1713,217.52,815,103.49,7,6452,4.9,0.0,25.54,12.49,False,False,9.46,15.54,7.9,99.97,22.4
601021012,4616,45,916,678,1231,2484,1909,413.47,485,105.05,7,3379,4.9,0.0,29.96,20.03,False,False,10.54,29.53,8.02,99.97,28.18
601031013,4297,40,807,535,666,1908,1201,279.43,463,107.72,0,3187,0.0,0.0,26.11,13.3,False,False,6.63,19.96,8.22,100.0,24.83
601031014,5748,38,695,494,683,1880,1177,204.73,453,78.8,508,4077,355.6,0.08,23.63,10.34,False,False,6.5,14.62,6.02,97.89,21.38
601031015,8397,38,675,601,897,2535,1498,178.38,671,79.9,2013,5478,1409.1,0.19,22.71,9.63,False,False,8.27,12.74,6.1,91.64,20.77
601031016,4709,35,680,366,674,1552,1040,220.81,439,93.21,165,3590,137.1,0.04,24.06,10.67,False,False,5.74,15.77,7.12,99.19,20.92
601031017,12287,35,618,870,1480,3668,2350,191.24,959,78.04,2030,8700,1432.4,0.13,24.13,12.19,False,False,12.97,13.66,5.96,91.5,19.02
601031018,5142,41,734,467,770,2016,1237,240.52,536,104.22,905,3531,637.1,0.14,24.63,11.55,False,False,6.83,17.18,7.96,96.22,22.58
601031019,5737,35,733,509,1322,2479,1831,319.1,635,110.67,362,4244,267.2,0.06,27.44,16.19,False,False,10.11,22.79,8.45,98.41,22.55
601031020,7293,40,601,500,581,1795,1081,148.2,424,58.13,167,5580,134.9,0.02,22.05,8.21,False,False,5.97,10.59,4.44,99.2,18.49
601031021,4398,34,726,395,875,1828,1270,288.7,466,105.93,584,2974,408.8,0.11,25.75,13.48,False,False,7.01,20.62,8.09,97.57,22.34
601041022,13473,36,757,1605,3267,6730,4872,361.59,1632,121.12,110,10115,80.3,0.01,33.63,26.24,False,False,26.9,25.83,9.25,99.52,23.29
601041023,11051,43,882,1664,3296,6444,4960,448.79,1400,126.67,442,8149,311.8,0.04,35.6,29.17,False,False,27.38,32.06,9.67,98.15,27.14
601041024,8482,39,813,1144,2057,4193,3201,377.34,929,109.51,6,5915,33.0,0.01,31.18,22.27,False,False,17.67,26.95,8.36,99.8,25.02
601041026,3637,47,875,562,1483,2365,2045,562.12,448,123.14,11,2748,7.7,0.0,32.99,25.71,False,False,11.29,40.15,9.4,99.95,26.92
601051027,9025,34,845,1347,3468,5787,4815,533.46,1008,111.68,4007,2842,2825.3,0.41,34.29,26.92,False,False,26.58,38.1,8.53,83.23,26.0
601051028,9033,38,942,1340,3476,6040,4816,533.1,1370,151.65,980,6511,689.6,0.09,37.1,31.01,False,False,26.59,38.08,11.58,95.91,28.98
601051029,5053,37,806,764,1845,3117,2609,516.22,596,117.93,349,3123,244.3,0.07,32.6,25.27,False,False,14.4,36.87,9.0,98.55,24.8
601051030,6606,38,800,873,2129,3776,3002,454.37,850,128.65,1416,3881,1003.5,0.19,31.62,23.05,False,False,16.57,32.45,9.82,94.04,24.62
601051031,12326,39,887,1926,4295,7548,6221,504.66,1146,92.97,2155,6889,1534.3,0.17,37.1,31.99,True,False,34.35,36.05,7.1,90.89,27.29
601051032,6727,39,902,920,3023,4628,3943,586.06,925,137.49,752,4103,535.1,0.11,36.39,30.8,False,False,21.77,41.86,10.5,96.82,27.75
601051033,6397,38,995,1080,2939,4722,4019,628.17,1041,162.71,1222,4253,855.4,0.16,37.66,31.83,False,False,22.19,44.87,12.42,94.92,30.62
601061034,8521,43,721,969,1225,3200,2194,257.45,782,91.76,0,6780,9.6,0.0,26.84,15.24,False,False,12.11,18.39,7.01,99.94,22.18
601061035,9993,42,738,1322,1513,4329,2835,283.67,948,94.86,20,7979,35.6,0.0,28.45,17.92,False,False,15.65,20.26,7.24,99.79,22.71
602011036,3498,33,626,307,545,1093,852,243.5,159,45.44,413,2315,296.0,0.11,23.12,10.85,False,False,4.7,17.39,3.47,98.24,19.26
602011037,4941,38,719,527,914,1979,1441,291.58,258,52.21,563,3732,397.7,0.09,25.25,14.05,False,False,7.96,20.83,3.99,97.64,22.12
602011038,5421,41,894,868,1839,3355,2707,499.26,385,71.01,1364,2688,994.4,0.24,31.35,23.81,False,False,14.95,35.66,5.42,94.1,27.51
602011039,4769,41,773,587,994,2112,1581,331.45,291,61.01,62,3544,55.4,0.02,26.8,16.15,False,False,8.73,23.67,4.66,99.67,23.78
602011040,4048,32,583,233,437,1011,670,165.47,140,34.58,166,2989,126.1,0.04,21.27,7.7,False,False,3.7,11.82,2.64,99.25,17.94
602011041,9628,34,575,619,870,2218,1489,154.64,273,28.35,6,6241,5.4,0.0,22.42,9.63,False,False,8.22,11.05,2.16,99.97,17.69
602011042,5449,43,783,763,1447,2700,2210,405.5,319,58.53,582,3570,407.4,0.1,28.84,20.09,False,False,12.2,28.96,4.47,97.58,24.09
602011043,4031,47,699,397,891,1756,1288,319.44,235,58.28,204,2884,142.8,0.05,25.75,14.84,False,False,7.11,22.82,4.45,99.15,21.51
602011044,6777,46,738,776,1209,3019,1985,292.86,448,66.1,840,4940,588.0,0.1,26.27,15.38,False,False,10.96,20.92,5.05,96.51,22.71
602011045,3804,36,496,110,148,464,258,67.81,59,15.51,598,2742,418.6,0.13,18.03,3.06,False,False,1.42,4.84,1.18,97.52,15.26
602011046,7275,40,776,827,1789,3400,2616,359.54,466,64.05,283,5730,198.1,0.03,28.94,19.83,False,False,14.44,25.68,4.89,98.82,23.88
602011047,4846,36,766,531,1253,2270,1784,368.06,289,59.62,502,3279,356.2,0.09,27.48,17.69,False,False,9.85,26.29,4.55,97.89,23.57
602011048,4958,40,747,503,769,1977,1272,256.5,293,59.08,1057,3415,739.9,0.17,24.23,12.12,False,False,7.02,18.32,4.51,95.61,22.98
602011049,4826,40,845,643,1483,2719,2126,440.44,420,87.01,163,3764,114.1,0.03,30.21,21.45,False,False,11.74,31.46,6.64,99.32,26.0
602011050,3932,37,671,294,467,1162,761,193.49,149,37.88,94,2862,68.2,0.02,22.3,8.97,False,False,4.2,13.82,2.89,99.6,20.65
602011051,4215,42,792,576,1299,2399,1875,444.73,307,72.82,356,3232,249.2,0.07,29.37,20.75,False,False,10.35,31.77,5.56,98.52,24.37
602011052,4921,42,747,577,921,2167,1498,304.35,298,60.54,352,3740,247.9,0.06,25.92,14.78,False,False,8.27,21.74,4.62,98.53,22.98
602021053,4045,55,497,332,343,968,675,166.83,119,29.41,64,3483,74.5,0.02,21.01,7.79,False,False,3.73,11.92,2.25,99.56,15.29
602021054,6114,48,576,1107,625,2136,1732,283.24,219,35.81,9,4810,18.0,0.0,25.23,14.88,False,False,9.56,20.23,2.73,99.89,17.72
602021055,6136,50,643,817,1031,2535,1848,301.12,309,50.35,7,4761,6.7,0.0,26.18,15.85,False,False,10.2,21.51,3.84,99.96,19.78
602021056,3605,39,786,444,575,1565,1019,282.58,222,61.56,71,2517,64.4,0.02,25.04,12.86,False,False,5.63,20.18,4.7,99.62,24.18
602021057,4351,47,617,631,521,1535,1152,264.71,182,41.82,11,3423,17.3,0.0,24.16,12.62,False,False,6.36,18.91,3.19,99.9,18.98
602031058,4354,46,730,652,812,1938,1464,336.17,211,48.45,0,3145,2.1,0.0,26.41,16.05,False,False,8.08,24.01,3.7,99.99,22.46
602031059,7118,48,520,503,598,1554,1101,154.66,234,32.87,70,5663,65.8,0.01,21.63,8.53,False,False,6.08,11.05,2.51,99.61,16.0
602031060,4428,47,665,507,488,1438,995,224.66,203,45.83,364,3277,271.0,0.07,23.16,10.6,False,False,5.49,16.05,3.5,98.39,20.46
602031061,3700,47,611,661,279,1143,940,253.99,141,38.1,53,2962,46.4,0.02,23.51,11.63,False,False,5.19,18.14,2.91,99.72,18.8
602031062,5482,45,742,757,816,2271,1573,286.89,294,53.62,424,4089,296.8,0.07,25.57,14.33,False,False,8.68,20.49,4.09,98.24,22.83
602031064,6756,56,485,674,630,1736,1304,192.99,255,37.74,238,5775,211.3,0.03,22.49,10.36,False,False,7.2,13.78,2.88,98.75,14.92
602031099,922,57,678,253,111,430,364,394.37,66,71.51,0,849,0.0,0.0,25.82,15.09,False,False,2.01,28.17,5.46,100.0,20.86
602031100,6835,48,582,1178,540,2201,1718,251.32,256,37.45,70,5531,60.7,0.01,24.64,13.67,False,False,9.48,17.95,2.86,99.64,17.91
603011065,2427,50,567,464,137,747,601,247.53,108,44.48,36,1910,36.9,0.02,22.81,10.48,False,False,3.32,17.68,3.4,99.78,17.45
