SAL_CODE_2021,synthetic_population,avg_age_synthetic,median_income_synthetic,mode_education_synthetic
SAL40571,6,22.0,1729.0,Diploma
SAL40572,12,31.083333333333332,1023.5,Bachelor
SAL40573,5,32.6,1829.0,Diploma
SAL40574,91,39.65934065934066,1580.0,No qualification
SAL40575,144,39.458333333333336,1496.5,No qualification
SAL40576,6,60.666666666666664,1301.5,No qualification
SAL40577,1,42.0,776.0,Year 12
SAL40578,97,39.134020618556704,1428.0,No qualification
SAL40579,83,36.12048192771084,1170.0,Certificate III/IV
SAL40580,42,37.666666666666664,1380.0,No qualification
SAL40581,23,30.0,1305.0,Certificate III/IV
SAL40582,155,42.18064516129032,1321.0,No qualification
SAL40583,48,36.208333333333336,959.0,No qualification
SAL40584,293,38.60409556313993,1384.0,No qualification
SAL40585,118,39.58474576271186,1474.5,No qualification
SAL40586,104,39.27884615384615,1333.0,No qualification
SAL40587,280,38.27857142857143,1179.5,No qualification
SAL40588,50,33.9,1164.0,Certificate III/IV
SAL40589,14,35.857142857142854,807.0,Certificate III/IV
SAL40590,1,9.0,1851.0,Diploma
SAL40591,185,39.464864864864865,1351.0,No qualification
SAL40592,124,38.225806451612904,1323.5,Year 12
SAL40593,32,40.875,1322.5,No qualification
SAL40594,1,34.0,1327.0,No qualification
SAL40595,35,42.457142857142856,1347.0,Bachelor
SAL40597,7,51.0,1098.0,Year 12
SAL40598,80,38.9625,1860.0,No qualification
SAL40599,3,31.333333333333332,3145.0,Certificate III/IV
SAL40600,25,40.0,1018.0,No qualification
SAL40601,153,39.470588235294116,1347.0,No qualification
SAL40602,5,46.6,1824.0,Year 12
SAL40603,2,9.0,1182.5,Certificate III/IV
SAL40604,4,22.25,2084.5,No qualification
SAL40605,4,40.5,1882.0,Certificate III/IV
SAL40606,1,55.0,345.0,Postgraduate
SAL40607,339,38.72271386430678,1225.0,No qualification
SAL40608,1,32.0,855.0,Bachelor
SAL40611,20,32.75,1155.5,No qualification
SAL40612,132,37.15909090909091,1399.5,No qualification
SAL40613,4,47.75,734.0,Bachelor
SAL40614,1,35.0,1565.0,Bachelor
SAL40615,11,31.818181818181817,1028.0,No qualification
SAL40616,178,37.69101123595506,1435.0,No qualification
SAL40617,71,42.183098591549296,1441.0,No qualification
SAL40618,6,24.0,1282.5,Certificate III/IV
SAL40619,379,39.51187335092348,1341.0,No qualification
SAL40620,9,28.22222222222222,1083.0,No qualification
SAL40621,3,30.666666666666668,1706.0,Year 12
SAL40622,1,45.0,572.0,Bachelor
SAL40624,6,46.5,1286.5,Year 12
SAL40628,22,33.18181818181818,1259.5,No qualification
SAL40629,1,17.0,1388.0,Certificate III/IV
SAL40630,1,22.0,1687.0,No qualification
SAL40632,16,46.875,930.5,No qualification
SAL40634,4,51.25,1032.0,Certificate III/IV
SAL40635,69,33.01449275362319,1226.0,Bachelor
SAL40638,18,39.611111111111114,1015.5,No qualification
SAL40639,13,32.61538461538461,1749.0,No qualification
SAL40640,5,32.0,1172.0,Year 12
SAL40641,1,9.0,1069.0,Certificate III/IV
SAL40642,57,39.08771929824562,1236.0,No qualification
SAL40645,12,25.916666666666668,1364.0,Bachelor
SAL40646,114,38.719298245614034,1728.5,No qualification
SAL40647,2,38.0,1187.0,No qualification
SAL40649,1,35.0,743.0,Diploma
SAL40650,20,35.15,1224.0,Certificate III/IV
SAL40651,18,34.388888888888886,1356.5,Bachelor
SAL40652,2,38.0,821.0,Bachelor
SAL40653,7,38.285714285714285,780.0,Year 12
SAL40655,8,33.625,576.5,No qualification
SAL40656,38,41.026315789473685,1997.5,No qualification
SAL40657,6,41.166666666666664,1877.0,Postgraduate
SAL40659,1,45.0,910.0,Year 12
SAL40660,31,33.354838709677416,1572.0,No qualification
SAL40661,1,32.0,1470.0,No qualification
SAL40662,2,18.5,1538.0,Certificate III/IV
SAL40664,1,56.0,1203.0,No qualification
SAL40666,91,36.61538461538461,1292.0,Certificate III/IV
SAL40667,4,23.75,2079.0,Bachelor
SAL40668,2,49.5,1173.0,Certificate III/IV
SAL40669,1,19.0,2515.0,Year 12
SAL40670,17,40.411764705882355,952.0,Certificate III/IV
SAL40671,2,36.5,993.0,Bachelor
SAL40673,1,38.0,1132.0,Postgraduate
SAL40674,58,35.241379310344826,1378.5,No qualification
SAL40676,1,6.0,1896.0,Certificate III/IV
SAL40677,59,39.932203389830505,1447.0,No qualification
SAL40678,77,37.96103896103896,1354.0,No qualification
SAL40679,96,38.1875,1419.0,No qualification
SAL40680,56,36.107142857142854,1296.5,Year 12
SAL40681,9,40.888888888888886,2966.0,No qualification
SAL40682,3,39.666666666666664,4187.0,Bachelor
SAL40683,2,18.5,1283.0,Bachelor
SAL40684,47,36.04255319148936,1309.0,Bachelor
SAL40685,30,34.7,1525.0,Certificate III/IV
SAL40686,1,17.0,378.0,Certificate III/IV
SAL40687,13,31.076923076923077,1820.0,Bachelor
SAL40688,1,49.0,1674.0,No qualification
SAL40689,1,40.0,2838.0,Bachelor
SAL40690,150,36.34,1314.5,No qualification
SAL40691,4,43.0,2591.0,Year 12
SAL40692,232,38.331896551724135,1521.0,No qualification
SAL40693,75,38.92,1468.0,No qualification
SAL40694,24,43.666666666666664,1263.5,Year 12
SAL40696,29,33.51724137931034,1307.0,Year 12
SAL40697,58,36.53448275862069,1496.5,No qualification
SAL40698,7,23.142857142857142,1515.0,No qualification
SAL40699,5,43.0,1014.0,Bachelor
SAL40700,18,36.611111111111114,920.0,Bachelor
SAL40701,54,36.2962962962963,1418.0,Certificate III/IV
SAL40702,114,37.219298245614034,1638.5,No qualification
SAL40703,260,37.996153846153845,1382.5,No qualification
SAL40704,2,41.0,1376.0,Diploma
SAL40707,14,37.857142857142854,1417.0,Year 12
SAL40709,5,37.8,1218.0,No qualification
SAL40710,6,30.0,2707.5,No qualification
SAL40712,3,33.666666666666664,672.0,Diploma
SAL40713,1,35.0,984.0,Certificate III/IV
SAL40716,3,35.333333333333336,939.0,Diploma
SAL40717,1,31.0,1206.0,Certificate III/IV
SAL40718,2,28.0,710.0,Diploma
SAL40719,2,37.0,782.0,Certificate III/IV
SAL40720,8,32.5,2143.0,Year 12
SAL40722,1,82.0,1589.0,Year 12
SAL40724,23,32.869565217391305,1269.0,No qualification
SAL40725,4,39.25,1441.5,Certificate III/IV
SAL40726,1,58.0,527.0,Postgraduate
SAL40727,3,49.666666666666664,3663.0,No qualification
SAL40728,129,36.52713178294574,1255.0,No qualification
SAL40729,1,32.0,1914.0,Year 12
SAL40730,4,22.5,1183.0,Bachelor
SAL40731,3,38.333333333333336,1360.0,Bachelor
SAL40732,1,46.0,7569.0,Year 12
SAL40733,6,35.166666666666664,1715.5,No qualification
SAL40739,1,43.0,1912.0,Year 12
SAL40740,1,45.0,3878.0,No qualification
SAL40746,38,41.60526315789474,1121.0,Year 12
SAL40747,10,34.8,1109.0,Year 12
SAL40749,164,37.201219512195124,1169.0,No qualification
SAL40750,165,39.35151515151515,1342.0,No qualification
SAL40751,32,37.8125,1384.5,No qualification
SAL40753,60,36.3,1432.5,No qualification
SAL40754,1,54.0,2734.0,No qualification
SAL40755,4,41.75,1004.5,Certificate III/IV
SAL40756,3,43.666666666666664,1093.0,Certificate III/IV
SAL40759,30,32.666666666666664,1600.0,No qualification
SAL40760,134,40.634328358208954,1352.5,No qualification
SAL40761,13,38.15384615384615,2417.0,Year 12
SAL40762,251,38.43824701195219,1318.0,No qualification
SAL40764,103,36.0873786407767,1368.0,Year 12
SAL40767,2,41.0,407.5,Certificate III/IV
SAL40768,7,26.714285714285715,3351.0,Bachelor
SAL40770,144,35.78472222222222,1435.5,No qualification
SAL40771,104,37.99038461538461,1445.0,No qualification
SAL40772,2,13.0,1173.0,Certificate III/IV
SAL40773,2,50.0,4374.5,Bachelor
SAL40774,14,46.5,788.5,Year 12
SAL40775,255,40.168627450980395,1212.0,No qualification
SAL40776,2,12.0,1788.0,Bachelor
SAL40777,5,37.8,1839.0,Bachelor
SAL40778,10,38.6,1394.5,Year 12
SAL40779,1,47.0,3077.0,No qualification
SAL40780,2,41.5,1354.5,Certificate III/IV
SAL40781,21,39.857142857142854,1426.0,Bachelor
SAL40783,3,47.333333333333336,1185.0,Bachelor
SAL40784,3,26.333333333333332,1270.0,Certificate III/IV
SAL40785,2,41.5,1392.0,Postgraduate
SAL40786,14,35.285714285714285,1134.5,Year 12
SAL40787,8,53.625,1153.5,Diploma
SAL40788,95,39.05263157894737,1437.0,No qualification
SAL40789,170,36.1764705882353,1251.0,No qualification
SAL40790,35,39.42857142857143,1172.0,No qualification
SAL40791,24,30.5,1160.0,Year 12
SAL40792,1,43.0,1166.0,No qualification
SAL40794,116,37.13793103448276,1532.5,Certificate III/IV
SAL40795,7,52.57142857142857,1698.0,Bachelor
SAL40796,11,38.18181818181818,1175.0,Certificate III/IV
SAL40797,3,24.333333333333332,2320.0,Bachelor
SAL40799,69,38.36231884057971,1205.0,No qualification
SAL40800,20,30.8,971.5,Bachelor
SAL40801,7,43.285714285714285,980.0,Certificate III/IV
SAL40802,1,99.0,277.0,No qualification
SAL40803,1,41.0,7666.0,Postgraduate
SAL40804,5,39.2,827.0,No qualification
SAL40805,1,0.0,1176.0,Year 12
SAL40806,372,35.56182795698925,1249.0,Certificate III/IV
SAL40808,53,42.43396226415094,1341.0,No qualification
SAL40809,2,16.0,1268.5,Bachelor
SAL40810,1,45.0,2121.0,Postgraduate
SAL40811,40,35.075,2142.0,Bachelor
SAL40814,137,34.87591240875913,1474.0,No qualification
SAL40816,3,43.666666666666664,546.0,Certificate III/IV
SAL40818,1,15.0,2409.0,Bachelor
SAL40819,40,34.775,1269.5,No qualification
SAL40820,116,37.23275862068966,1593.5,No qualification
SAL40821,8,45.125,1887.5,No qualification
SAL40822,200,36.995,1250.0,Year 12
SAL40824,2,20.5,2634.0,Bachelor
SAL40825,8,53.625,1783.0,No qualification
SAL40826,2,21.5,2158.0,No qualification
SAL40827,1,32.0,986.0,Diploma
SAL40828,110,39.6,1377.0,Certificate III/IV
SAL40829,93,40.39784946236559,1360.0,No qualification
SAL40830,147,37.69387755102041,1428.0,No qualification
SAL40831,10,23.0,3215.5,Year 12
SAL40832,2,36.0,1593.0,No qualification
SAL40833,4,25.5,1438.5,Postgraduate
SAL40835,76,43.14473684210526,1494.5,No qualification
SAL40837,9,40.111111111111114,1222.0,Year 12
SAL40838,2,29.0,817.0,Bachelor
SAL40839,22,36.81818181818182,1081.5,Certificate III/IV
SAL40840,1,67.0,550.0,Year 12
SAL40841,50,34.8,1324.0,No qualification
SAL40842,2,51.5,1060.5,Diploma
SAL40844,538,37.67100371747212,1377.0,Certificate III/IV
SAL40846,43,38.04651162790697,1185.0,No qualification
SAL40849,75,36.68,1165.0,Certificate III/IV
SAL40850,4,18.25,711.5,Bachelor
SAL40851,56,36.892857142857146,1298.0,No qualification
SAL40852,148,37.8445945945946,1158.5,Year 12
SAL40853,77,40.298701298701296,1421.0,No qualification
SAL40854,53,40.679245283018865,1522.0,Certificate III/IV
SAL40855,13,30.692307692307693,924.0,No qualification
SAL40856,10,42.8,1767.0,Postgraduate
SAL40857,97,35.91752577319588,1167.0,No qualification
SAL40858,2,41.5,1313.5,Diploma
SAL40859,49,41.12244897959184,1115.0,Year 12
SAL40861,1,33.0,3054.0,Year 12
SAL40862,3,42.333333333333336,1286.0,Certificate III/IV
SAL40863,1,21.0,1174.0,Year 12
SAL40864,2,80.0,582.0,Certificate III/IV
SAL40866,1,27.0,725.0,Bachelor
SAL40867,4,26.75,929.0,Bachelor
SAL40868,2,46.0,1319.5,Postgraduate
SAL40870,49,39.87755102040816,1106.0,No qualification
SAL40872,23,41.130434782608695,1363.0,Certificate III/IV
SAL40873,25,29.32,999.0,No qualification
SAL40874,174,38.724137931034484,1333.5,No qualification
SAL40875,1,10.0,867.0,No qualification
SAL40876,4,40.0,1349.0,Bachelor
SAL40877,4,70.5,1028.5,Year 12
SAL40878,232,40.922413793103445,1328.5,No qualification
SAL40879,65,38.261538461538464,1556.0,Year 12
SAL40880,3,15.333333333333334,1433.0,Bachelor
SAL40881,8,31.875,1295.5,Certificate III/IV
SAL40884,1,41.0,907.0,Certificate III/IV
SAL40885,10,31.1,1186.5,Diploma
SAL40886,41,36.80487804878049,1818.0,Certificate III/IV
SAL40887,6,39.666666666666664,1734.0,Certificate III/IV
SAL40888,6,33.833333333333336,2779.0,No qualification
SAL40889,1,64.0,1949.0,Certificate III/IV
SAL40890,3,13.0,694.0,Certificate III/IV
SAL40891,64,36.65625,1557.0,Year 12
SAL40892,2,57.5,894.5,No qualification
SAL40893,236,38.271186440677965,1301.5,No qualification
SAL40895,112,37.67857142857143,1315.0,Certificate III/IV
SAL40897,14,26.0,1387.5,No qualification
SAL40898,226,39.256637168141594,1369.0,No qualification
SAL40899,280,35.714285714285715,1212.0,Certificate III/IV
SAL40900,208,37.78365384615385,1445.0,Certificate III/IV
SAL40901,1,68.0,1484.0,Year 12
SAL40902,5,48.2,1584.0,No qualification
SAL40903,12,25.416666666666668,979.0,Certificate III/IV
SAL40904,53,40.056603773584904,1573.0,Certificate III/IV
SAL40905,7,38.0,983.0,Bachelor
SAL40906,1,67.0,1700.0,Postgraduate
SAL40907,12,45.5,1500.5,Certificate III/IV
SAL40909,3,66.66666666666667,2201.0,Bachelor
SAL40911,1,43.0,3157.0,Year 12
SAL40914,22,39.40909090909091,1282.0,No qualification
SAL40915,76,35.69736842105263,1166.5,No qualification
SAL40916,2,14.0,1959.0,Bachelor
SAL40917,52,35.21153846153846,1676.0,No qualification
SAL40918,1,6.0,2035.0,Year 12
SAL40919,4,32.5,2512.0,Certificate III/IV
SAL40920,7,32.42857142857143,1429.0,Bachelor
SAL40921,2,17.5,473.5,Bachelor
SAL40923,23,38.04347826086956,1674.0,No qualification
SAL40924,2,32.5,1204.0,Year 12
SAL40925,945,39.03492063492064,1360.0,No qualification
SAL40927,156,38.506410256410255,1418.5,No qualification
SAL40928,1,21.0,1765.0,No qualification
SAL40930,9,46.55555555555556,1500.0,No qualification
SAL40932,690,37.00144927536232,1362.0,Certificate III/IV
SAL40933,1,39.0,1473.0,Year 12
SAL40934,7,29.0,887.0,Bachelor
SAL40935,3,22.0,718.0,Certificate III/IV
SAL40936,6,26.833333333333332,2534.0,Diploma
SAL40937,7,33.0,1195.0,Year 12
SAL40939,14,27.642857142857142,1037.5,Bachelor
SAL40940,3,44.333333333333336,2896.0,Bachelor
SAL40941,59,40.05084745762712,1341.0,Bachelor
SAL40943,7,34.142857142857146,619.0,Bachelor
SAL40946,3,14.0,1726.0,No qualification
SAL40947,1006,37.70477137176938,1339.0,No qualification
SAL40948,13,39.76923076923077,977.0,Year 12
SAL40949,1,38.0,2044.0,No qualification
SAL40950,1,40.0,3606.0,Bachelor
SAL40951,7,36.714285714285715,1450.0,No qualification
SAL40953,3,50.666666666666664,1594.0,Certificate III/IV
SAL40954,5,37.4,946.0,Bachelor
SAL40955,2,36.5,2440.0,Postgraduate
SAL40957,4,46.25,1317.5,Certificate III/IV
SAL40959,24,40.333333333333336,1798.5,Diploma
SAL40960,37,34.67567567567568,1199.0,Certificate III/IV
SAL40961,10,41.5,1412.5,Certificate III/IV
SAL40962,2,36.5,1431.0,No qualification
SAL40963,1,75.0,830.0,Postgraduate
SAL40964,26,36.11538461538461,1605.0,Bachelor
SAL40966,1,66.0,3316.0,Bachelor
SAL40967,2,74.5,1676.5,Bachelor
SAL40968,4,40.0,677.5,Bachelor
SAL40970,15,33.6,2028.0,No qualification
SAL40971,1,35.0,7728.0,No qualification
SAL40973,2,56.0,5751.5,Certificate III/IV
SAL40975,8,45.5,1260.5,Bachelor
SAL40976,20,37.05,1098.0,No qualification
SAL40977,2,41.5,1063.0,No qualification
SAL40978,1,73.0,2653.0,Bachelor
SAL40979,178,36.949438202247194,1526.0,No qualification
SAL40980,12,41.25,1260.5,No qualification
SAL40981,277,38.79061371841155,1311.0,Year 12
SAL40982,2,38.0,872.0,Certificate III/IV
SAL40983,6,40.833333333333336,1252.5,Certificate III/IV
SAL40986,1,2.0,1475.0,Year 12
SAL40987,592,38.62837837837838,1403.0,No qualification
SAL40988,49,35.02040816326531,882.0,Bachelor
SAL40989,3,44.333333333333336,1358.0,Bachelor
SAL40990,7,26.0,2667.0,Certificate III/IV
SAL40991,1,31.0,1205.0,Bachelor
SAL40992,9,36.888888888888886,923.0,Certificate III/IV
SAL40993,1,54.0,4308.0,Bachelor
SAL40994,1,14.0,356.0,Bachelor
SAL40995,45,39.08888888888889,1595.0,Certificate III/IV
SAL40996,21,36.95238095238095,1054.0,Year 12
SAL40997,36,43.638888888888886,1105.0,No qualification
SAL40999,130,41.39230769230769,1333.0,No qualification
SAL41003,100,37.44,1286.0,No qualification
SAL41004,2,29.0,1700.5,Postgraduate
SAL41005,225,36.413333333333334,1349.0,Certificate III/IV
SAL41006,1,50.0,2469.0,No qualification
SAL41007,8,44.375,1710.0,No qualification
SAL41008,14,43.214285714285715,1457.0,No qualification
SAL41009,5,50.2,1551.0,Certificate III/IV
SAL41010,32,37.1875,1458.0,Certificate III/IV
SAL41011,242,39.421487603305785,1358.5,No qualification
SAL41013,10,50.6,2693.5,No qualification
SAL41015,7,36.42857142857143,1261.0,Certificate III/IV
SAL41016,1,15.0,924.0,No qualification
SAL41017,8,31.125,878.5,Diploma
SAL41018,4,20.0,1663.5,Year 12
SAL41020,3,24.666666666666668,2055.0,Bachelor
SAL41021,61,38.39344262295082,1411.0,Bachelor
SAL41023,62,37.08064516129032,1128.5,No qualification
SAL41024,22,41.31818181818182,874.5,Bachelor
SAL41025,5,16.8,933.0,Year 12
SAL41026,45,37.2,1389.0,No qualification
SAL41028,1,38.0,1776.0,Postgraduate
SAL41029,213,39.59154929577465,1263.0,No qualification
SAL41030,1,26.0,1077.0,Bachelor
SAL41032,10,44.9,1684.5,Bachelor
SAL41033,3,44.0,1111.0,Certificate III/IV
SAL41034,2,13.5,3473.0,Bachelor
SAL41035,137,37.81021897810219,1408.0,No qualification
SAL41037,75,38.88,1572.0,No qualification
SAL41038,277,38.56317689530686,1204.0,No qualification
SAL41039,25,32.0,1511.0,Certificate III/IV
SAL41041,86,35.76744186046512,1342.0,Certificate III/IV
SAL41043,224,39.058035714285715,1329.5,No qualification
SAL41044,16,32.375,1395.0,Bachelor
SAL41045,138,40.84057971014493,1182.0,No qualification
SAL41046,16,42.9375,1619.0,No qualification
SAL41048,1,52.0,1200.0,Certificate III/IV
SAL41049,9,36.111111111111114,2319.0,No qualification
SAL41050,199,37.266331658291456,1438.0,No qualification
SAL41051,111,35.36036036036036,1368.0,No qualification
SAL41052,18,41.611111111111114,1051.0,No qualification
SAL41053,249,41.17269076305221,1369.0,No qualification
SAL41055,101,42.43564356435643,1288.0,Certificate III/IV
SAL41056,5,23.8,2070.0,Year 12
SAL41057,2,23.0,805.5,Bachelor
SAL41058,263,38.749049429657795,1346.0,No qualification
SAL41059,3,45.666666666666664,1247.0,No qualification
SAL41060,2,42.5,1958.5,Bachelor
SAL41061,108,39.31481481481482,1507.5,No qualification
SAL41062,78,36.98717948717949,1392.5,Bachelor
SAL41063,5,37.2,678.0,Bachelor
SAL41064,47,36.40425531914894,1457.0,Certificate III/IV
SAL41065,133,37.05263157894737,1540.0,No qualification
SAL41067,170,39.16470588235294,1448.0,No qualification
SAL41068,17,39.470588235294116,1507.0,No qualification
SAL41071,55,36.96363636363636,1472.0,No qualification
SAL41072,154,38.44155844155844,1365.5,No qualification
SAL41074,14,36.214285714285715,1376.0,Bachelor
SAL41075,43,41.04651162790697,1212.0,No qualification
SAL41076,105,36.21904761904762,1411.0,No qualification
SAL41078,3,57.0,1739.0,Bachelor
SAL41079,18,42.22222222222222,1368.5,Certificate III/IV
SAL41080,71,37.12676056338028,1543.0,Certificate III/IV
SAL41081,105,39.38095238095238,1509.0,Certificate III/IV
SAL41082,2,51.0,388.5,Diploma
SAL41083,2,36.5,1951.5,No qualification
SAL41084,27,46.370370370370374,1144.0,Bachelor
SAL41085,20,31.45,1737.5,Certificate III/IV
SAL41086,13,33.15384615384615,1337.0,Year 12
SAL41087,5,37.8,2590.0,Bachelor
SAL41088,5,39.4,2801.0,Bachelor
SAL41089,3,71.66666666666667,546.0,Diploma
SAL41091,4,20.0,2019.0,Bachelor
SAL41092,4,31.75,3096.0,No qualification
SAL41095,81,37.41975308641975,1730.0,Certificate III/IV
SAL41096,261,37.934865900383144,1420.0,No qualification
SAL41097,108,36.00925925925926,1606.0,No qualification
SAL41098,96,32.885416666666664,1729.0,No qualification
SAL41100,23,39.78260869565217,1096.0,Certificate III/IV
SAL41101,261,39.75478927203065,1251.0,No qualification
SAL41102,2,75.5,2560.0,Year 12
SAL41103,703,36.950213371266,1372.0,No qualification
SAL41105,671,38.092399403874815,1406.0,Year 12
SAL41106,1,58.0,3783.0,No qualification
SAL41107,1,30.0,1600.0,No qualification
SAL41108,3,40.0,1666.0,No qualification
SAL41109,7,26.571428571428573,1610.0,Certificate III/IV
SAL41110,3,46.666666666666664,1343.0,Year 12
SAL41111,42,40.88095238095238,1556.5,No qualification
SAL41112,6,36.333333333333336,1259.5,Diploma
SAL41113,121,38.264462809917354,1281.0,Certificate III/IV
SAL41114,184,40.27173913043478,1561.0,No qualification
SAL41116,3,49.0,1027.0,Year 12
SAL41120,104,40.55769230769231,1277.5,No qualification
SAL41121,7,39.285714285714285,991.0,No qualification
SAL41122,3,36.666666666666664,1928.0,Bachelor
SAL41123,102,39.990196078431374,1329.5,No qualification
SAL41124,63,36.58730158730159,1616.0,No qualification
SAL41125,4,32.5,1461.0,No qualification
SAL41127,1,18.0,1488.0,No qualification
SAL41129,3,38.666666666666664,1046.0,Certificate III/IV
SAL41130,4,43.5,900.5,Bachelor
SAL41131,3,54.333333333333336,1107.0,Year 12
SAL41132,1,18.0,1023.0,Bachelor
SAL41133,10,38.2,1011.0,Bachelor
SAL41134,16,46.75,1272.5,No qualification
SAL41135,13,48.92307692307692,1113.0,Year 12
SAL41136,143,35.68531468531469,1180.0,Certificate III/IV
SAL41137,60,39.63333333333333,1255.5,Bachelor
SAL41138,10,32.7,1261.5,Bachelor
SAL41139,18,43.72222222222222,1370.5,No qualification
SAL41140,4,22.5,1659.0,Certificate III/IV
SAL41141,1,62.0,508.0,Year 12
SAL41142,3,51.0,818.0,Bachelor
SAL41143,55,39.50909090909091,1395.0,No qualification
SAL41144,39,38.30769230769231,1356.0,Year 12
SAL41146,1,76.0,798.0,Year 12
SAL41148,1,29.0,1514.0,Postgraduate
SAL41149,4,36.75,1085.0,Bachelor
SAL41150,13,42.76923076923077,1695.0,Bachelor
SAL41152,3,30.666666666666668,731.0,Certificate III/IV
SAL41153,1,70.0,306.0,Postgraduate
SAL41157,4,33.0,1339.5,Bachelor
SAL41158,2,40.0,1095.0,Bachelor
SAL41159,2,57.5,2205.5,Bachelor
SAL41160,2,24.5,891.0,No qualification
SAL41161,4,33.0,1836.0,Postgraduate
SAL41162,2,34.0,644.0,Certificate III/IV
SAL41163,30,37.56666666666667,1026.5,No qualification
SAL41164,7,50.857142857142854,2202.0,Postgraduate
SAL41165,1,11.0,1930.0,Certificate III/IV
SAL41166,1,47.0,1113.0,Certificate III/IV
SAL41167,218,37.11926605504587,1511.5,No qualification
SAL41168,141,36.45390070921986,1391.0,No qualification
SAL41169,6,37.0,2372.0,Year 12
SAL41170,1,63.0,1117.0,No qualification
SAL41171,2,10.0,2274.0,No qualification
SAL41172,6,29.5,781.5,No qualification
SAL41174,2,74.0,1837.0,Certificate III/IV
SAL41175,13,46.0,870.0,Certificate III/IV
SAL41176,2,60.0,2629.5,Diploma
SAL41177,1,23.0,787.0,Bachelor
SAL41179,1,10.0,470.0,Bachelor
SAL41180,5,32.8,2050.0,Year 12
SAL41181,1,10.0,1357.0,Diploma
SAL41182,3,43.0,1493.0,Bachelor
SAL41184,12,41.666666666666664,1635.5,Bachelor
SAL41185,290,38.03103448275862,1527.5,No qualification
SAL41187,61,38.39344262295082,1261.0,No qualification
SAL41189,254,36.724409448818896,1489.0,No qualification
SAL41190,145,38.682758620689654,1374.0,Year 12
SAL41191,1,0.0,2487.0,Certificate III/IV
SAL41192,54,36.907407407407405,1465.5,Year 12
SAL41194,77,43.20779220779221,1470.0,No qualification
SAL41195,3,39.333333333333336,1135.0,Bachelor
SAL41196,8,29.625,1731.0,No qualification
SAL41198,24,46.625,1095.0,Year 12
SAL41199,2,20.0,2942.0,Year 12
SAL41200,2,12.5,1503.5,Certificate III/IV
SAL41201,606,38.914191419141915,1367.0,No qualification
SAL41202,52,46.61538461538461,1341.5,No qualification
SAL41203,11,28.818181818181817,921.0,Bachelor
SAL41204,4,33.75,431.5,No qualification
SAL41205,3,39.0,552.0,Bachelor
SAL41206,119,36.89915966386555,1320.0,Certificate III/IV
SAL41207,116,37.0,1227.5,No qualification
SAL41208,4,60.5,1063.0,No qualification
SAL41209,5,39.4,1504.0,Certificate III/IV
SAL41210,147,37.673469387755105,1421.0,No qualification
SAL41211,88,37.31818181818182,1178.5,No qualification
SAL41212,4,46.25,1543.0,Certificate III/IV
SAL41213,8,32.25,986.5,Certificate III/IV
SAL41214,23,39.08695652173913,1079.0,No qualification
SAL41215,27,38.48148148148148,875.0,No qualification
SAL41216,64,38.140625,1797.5,Year 12
SAL41218,11,42.45454545454545,911.0,No qualification
SAL41219,1,11.0,622.0,Certificate III/IV
SAL41220,573,37.93891797556719,1360.0,No qualification
SAL41221,6,35.333333333333336,656.5,Bachelor
SAL41222,23,41.869565217391305,1066.0,Year 12
SAL41224,2,16.5,1664.5,Bachelor
SAL41225,1,41.0,1718.0,Bachelor
SAL41227,2,39.0,2999.5,Certificate III/IV
SAL41228,10,33.0,667.5,No qualification
SAL41229,4,22.0,985.0,Diploma
SAL41230,2,14.5,3420.0,Postgraduate
SAL41231,2,22.0,2846.5,Bachelor
SAL41232,71,38.57746478873239,1207.0,No qualification
SAL41233,49,36.0,1510.0,Year 12
SAL41234,1,49.0,1190.0,Diploma
SAL41235,4,20.5,1265.5,Certificate III/IV
SAL41236,4,50.75,818.0,Bachelor
SAL41237,3,33.333333333333336,2572.0,Year 12
SAL41238,2,51.5,1230.0,Certificate III/IV
SAL41239,4,17.25,2270.0,Certificate III/IV
SAL41240,5,47.2,656.0,Diploma
SAL41241,4,39.75,922.5,Bachelor
SAL41242,214,37.21495327102804,1315.0,No qualification
SAL41243,4,47.5,2333.5,Certificate III/IV
SAL41244,5,41.4,1977.0,Postgraduate
SAL41245,3,29.666666666666668,4614.0,Certificate III/IV
SAL41246,10,36.8,1951.0,Year 12
SAL41247,13,36.0,1100.0,No qualification
SAL41248,188,33.62234042553192,1361.5,No qualification
SAL41249,17,37.8235294117647,1315.0,Bachelor
SAL41250,16,38.625,1347.5,Diploma
SAL41251,48,34.166666666666664,1310.5,Certificate III/IV
SAL41252,59,33.50847457627118,1202.0,Certificate III/IV
SAL41253,215,35.906976744186046,1271.0,No qualification
SAL41254,77,40.54545454545455,1411.0,Certificate III/IV
SAL41255,10,40.5,1076.5,Certificate III/IV
SAL41256,146,39.88356164383562,1346.5,No qualification
SAL41257,153,38.40522875816993,1543.0,No qualification
SAL41258,43,39.883720930232556,1315.0,No qualification
SAL41259,144,38.61805555555556,1454.5,Year 12
SAL41260,85,38.72941176470588,1317.0,Year 12
SAL41261,43,33.55813953488372,1339.0,Bachelor
SAL41262,2,37.0,2650.5,Diploma
SAL41263,51,35.05882352941177,1283.0,No qualification
SAL41264,44,36.36363636363637,1316.0,No qualification
SAL41265,8,38.875,1410.5,No qualification
SAL41266,1,58.0,1524.0,Certificate III/IV
SAL41267,9,38.0,1377.0,Certificate III/IV
SAL41268,1,36.0,733.0,Bachelor
SAL41269,2,51.0,4805.5,Diploma
