Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Berry,SAL10321,9422.174705359841,16.95146958304853,3516.441900205058,36.32091592617908,62.33766233766234,4511.278195488721,8571.428571428572,10.0,39.49489521762493,775,57,2.3,59.96949260156873,3098,2167,520,0.6452605459057071,1495
Beverley Park,SAL10329,31021.781181432867,25.222146274777852,4328.418450147566,12.952836637047156,69.78810663021189,5980.861244019139,10000.0,88.1576330183988,43.523316062176164,859,42,2.9,2631.526603679761,2646,3000,540,0.8059460911614579,2242
Beverly Hills,SAL10330,13541.601129953424,9.842788790157211,3503.4612000635816,24.871838687628156,75.87149692412851,3222.82980177717,10000.0,92.33873635461462,48.407884761182714,701,40,2.9,3467.747270922924,10483,2500,460,0.823000109733348,1862
Bexhill,SAL10332,7154.134087400997,47.84688995215311,3864.992822966507,53.0246069719754,47.368421052631575,4497.607655502392,10000.0,10.0,31.164383561643838,773,44,2.6,26.69187566034588,528,2134,340,0.6370783162503733,1704
Bexley,SAL10333,12119.864639886435,16.67805878332194,3677.2149804188593,29.340396445659607,71.49692412850308,3803.8277511961724,10000.0,97.45051880970883,44.42008560392525,735,40,2.9,4490.103761941766,19646,2351,470,0.7381475667189953,1870
Bexley North,SAL10334,18187.518803710627,10.526315789473683,3678.2796060436776,19.2241968557758,77.58031442241969,3803.8277511961724,10000.0,92.38124238733252,49.32147870846982,735,42,2.7,3476.248477466504,4281,2800,450,0.8791208791208791,1894
Bidwill (NSW),SAL10339,3677.3387067432645,4.784688995215311,2300.2344297347668,61.5516062884484,4.716336295283663,78.6056049213944,9047.619047619048,88.88723643333995,12.529928172386274,451,30,2.8,2777.447286667989,4202,1733,200,0.886747398942521,899
Bilambil Heights,SAL10347,6813.726254548603,42.10526315789473,3731.155512171238,53.7593984962406,40.87491455912509,4032.809295967191,10000.0,60.334993422289045,27.884615384615387,748,44,2.6,410.0498026686713,3491,1901,470,0.5864870423693953,1562
Bilbul,SAL10348,5016.403680435247,99.72658920027341,4581.814422419686,90.33663704716335,13.67053998632946,6920.71086807929,10000.0,10.0,16.417910447761194,925,43,2.7,7.4536025957870615,586,1403,280,0.35002079002079,2025
Bilgola Plateau,SAL10350,56359.57161257476,54.066985645933016,5066.00510246866,7.988721804511286,81.40806561859193,8427.88790157211,10000.0,88.1087487429967,52.76595744680851,1062,46,2.9,2621.749748599339,3650,3315,895,0.7203389830508474,2856
Bilpin,SAL10357,10410.643255894061,13.875598086124402,3511.7597402597403,32.73239917976761,25.08544087491456,3342.4470266575527,10000.0,10.0,21.16991643454039,710,48,2.6,3.6295522255324824,653,2352,410,0.7644637053087757,1692
Binalong,SAL10361,4310.469930916392,94.66848940533151,3991.913533834587,91.6097060833903,38.106630211893375,5287.0813397129195,9571.428571428572,10.0,26.77165354330709,821,45,2.3,1.9551183042085876,550,1300,280,0.36540803897685753,1433
Bingara,SAL10364,2077.162467854959,9.774436090225564,1926.8485987696513,91.7634996582365,6.630211893369788,280.2460697197539,7357.142857142857,10.0,13.48314606741573,479,61,2.0,4.892542251074281,1318,1062,200,0.5116428456720733,853
Binnaway,SAL10371,2112.316123351612,19.343814080656184,2123.512987012987,99.53007518796993,3.1442241968557756,105.94668489405332,8357.142857142859,10.0,11.678832116788321,456,54,2.0,0.7387229949312151,658,585,150,0.29605263157894735,782
Birchgrove,SAL10373,28772.952134222323,86.05604921394395,5465.0908674352,17.99384825700615,99.17976760082024,9914.559125085441,9785.714285714286,96.93752133834073,74.5958429561201,1661,46,2.4,5510.413110276545,3228,4000,700,0.5557356550734034,3603
Birmingham Gardens,SAL10376,4416.960484073857,22.966507177033492,3000.2573929260534,66.92583732057417,56.86944634313056,2676.0082023239916,8666.666666666668,91.51621106166562,36.48233486943164,666,28,2.6,3303.2422123331216,2598,1700,380,0.589050589050589,1468
Birrong,SAL10378,7077.723865842237,4.30622009569378,2805.9570955624245,38.6449077238551,62.88448393711552,912.5085440874916,10000.0,88.927914366951,39.840348330914374,548,36,3.2,2785.582873390199,3331,2033,440,0.8561201572150478,1575
Black Head,SAL10383,3357.772675851505,3.896103896103896,2179.235778936694,63.90123034859877,42.78879015721121,1537.9357484620643,6785.714285714286,57.26563948226417,28.95204262877442,598,65,2.0,317.969184467925,972,1661,375,0.6409827630563416,1053
Black Hill (NSW),SAL10384,21563.52382204979,39.43950786056049,4482.648325358851,19.788106630211885,38.55092276144907,6565.276828434723,10000.0,10.0,26.978417266187048,903,47,3.2,11.28781746986634,516,2665,586,0.6810631229235881,2980
Blackalls Park,SAL10389,4414.791848118219,50.717703349282296,3390.321746630252,75.7946001367054,27.409432672590565,2901.572112098428,10000.0,77.51522132631233,22.35039653929344,683,43,2.5,925.4566397893698,2812,1600,350,0.540601419078725,1422
Blackbutt (NSW),SAL10390,7141.995839110825,25.4272043745728,3510.000490977361,48.14593301435407,38.209159261790845,3287.7648667122353,10000.0,81.38855456769033,26.79948586118252,707,43,2.6,1277.7109135380674,3291,2000,420,0.6528125340006529,1604
Blackett,SAL10391,4187.172386971001,9.911141490088857,2633.453813003163,61.89336978810663,5.126452494873548,1028.7081339712918,9238.095238095239,91.86418359668924,12.760633861551293,560,31,2.9,3372.836719337848,3586,1733,310,0.7141483516483517,1174
Blackheath,SAL10392,4712.5287710678,40.054682159945315,3323.427971423827,69.52323991797677,76.34996582365004,3892.686261107314,8500.0,51.447355630253824,48.6324216144096,740,53,2.0,143.42066890761464,4672,1733,380,0.5404365904365904,1332
Blacksmiths,SAL10395,4916.206473995195,20.369104579630896,3059.6244535919304,61.23547505126452,19.75393028024607,2163.362952836637,9571.428571428572,78.881638664817,18.995633187772924,636,50,2.3,966.4491599445101,1881,1733,390,0.6288098693759071,1252
Blacktown,SAL10396,7619.158197242023,36.09022556390977,3744.506383874231,48.145933014354064,71.63362952836637,4190.020505809979,9809.52380952381,90.86127261182973,44.693861448635005,757,34,2.9,3172.2545223659477,50961,2094,400,0.6383497612031297,1774
Blackwall (NSW),SAL10398,6718.411551989725,28.298017771701982,3489.5328572289486,50.93984962406015,36.43198906356801,3755.9808612440193,9357.142857142859,83.48858567305169,26.116504854368934,732,45,2.2,1697.7171346103385,1941,2024,390,0.6380832282471627,1449
Blair Athol (NSW),SAL10399,9705.390247495703,44.56596035543404,4075.73319224635,40.99453178400547,74.09432672590567,5133.287764866712,10000.0,90.12376512376512,46.308724832214764,809,37,3.4,3024.7530247530244,2725,2167,470,0.6181420557193116,2389
Blakehurst,SAL10402,48069.6657920723,28.43472317156528,4497.4544453990775,8.356117566643874,78.94736842105263,6534.518113465482,10000.0,89.43200555410917,50.526615428408775,901,43,3.1,2886.401110821834,6652,3208,600,0.8216511568342867,2474
Blaxland (NSW),SAL10406,9675.376489170143,81.61312371838687,4660.813368164801,47.171907040328094,74.98291182501708,7091.592617908408,10000.0,72.27139496516118,47.02677090736792,937,41,2.7,768.1418489548353,7434,2230,420,0.5492159921188736,2171
Blaxlands Ridge,SAL10408,16072.848332628751,44.70266575529733,4417.890977443609,26.486671223513326,14.080656185919343,6373.889268626111,10000.0,10.0,16.549295774647888,888,39,3.4,14.019503533438538,589,2600,470,0.6756756756756757,2764
Blayney,SAL10409,3848.2371782620994,69.24128503075872,3440.871155160629,88.41421736158578,17.771701982228297,3113.4654818865342,10000.0,10.0,18.2381280110117,696,38,2.5,18.72789369856347,3448,1380,265,0.45755968169761274,1383
Bligh Park,SAL10410,8391.45723598548,79.7676008202324,4496.169171663907,52.580314422419676,27.819548872180448,7057.4162679425835,9428.57142857143,89.70379651080327,22.465066284485847,935,32,2.8,2940.7593021606544,6220,2167,410,0.534841628959276,2029
Blue Bay,SAL10413,7438.393392092594,17.49829118250171,3359.504870671321,44.164388243335615,45.65960355434039,3728.6397812713603,8857.142857142859,86.19560625264047,30.15075376884422,731,52,2.1,2239.1212505280946,1060,2167,380,0.6840997579711671,1323
Blue Haven,SAL10414,5636.482166395833,35.338345864661655,3450.101136307793,60.21018455228982,5.741626794258373,3434.723171565277,9619.04761904762,87.99861358684888,13.186388244392885,714,33,2.9,2599.722717369776,6563,1794,420,0.5798319327731093,1608
Boambee,SAL10420,5976.105946804984,75.39302802460696,4064.93664445936,67.01982228298017,57.552973342447025,5133.287764866712,10000.0,51.229486644084574,36.72199170124482,809,47,2.9,136.88459932253724,1770,1950,315,0.5562422744128555,2048
Boambee East,SAL10421,4898.173999532383,50.444292549555705,3504.5715139306353,70.54853041695146,36.773752563226246,3270.6766917293235,10000.0,82.24253761913864,26.28280454367411,706,42,2.5,1448.5075238277302,5304,1619,410,0.5292002614948791,1407
Bobs Farm,SAL10428,4521.979831633562,3.827751196172249,2430.6182501708818,52.7511961722488,7.518796992481203,946.684894053315,8571.428571428572,10.0,13.953488372093023,551,57,2.3,17.446211905590168,662,2019,196,0.8455954209130253,1211
Bodalla,SAL10433,3190.419379130814,38.75598086124402,2852.415926179084,88.40567327409433,14.559125085440874,1869.4463431305535,9142.857142857143,10.0,16.81614349775785,616,53,2.3,3.1842866488535777,808,1300,275,0.487012987012987,1181
Bogangar,SAL10438,6763.282851439815,47.71018455228982,3805.8143703773653,55.2717019822283,49.14559125085441,4272.043745727957,10000.0,63.050461891480225,31.943661971830984,761,41,2.6,491.51385674440684,3313,1898,460,0.5755584756898817,1595
Boggabilla,SAL10440,2649.743746547093,37.38892686261107,2606.284688995215,97.35987696514013,0.683526999316473,348.59876965140126,10000.0,10.0,6.88836104513064,486,36,2.9,0.7621938713944763,1022,867,155,0.4116809116809117,1105
Boggabri,SAL10441,3596.833499044543,67.19070403280931,3325.792549555708,91.46445659603555,4.989747095010253,3099.7949419002052,9571.428571428572,10.0,12.641509433962264,695,43,2.3,1.401305298995801,1203,1200,300,0.3984504703929165,1506
Bolton Point,SAL10448,3834.949767752461,41.14832535885167,3101.0011961722485,79.8615857826384,28.298017771701982,1934.3814080656184,10000.0,81.3157894736842,22.68565615462869,623,43,2.5,1263.157894736842,2124,1517,267,0.5619212248425732,1217
Bolwarra (NSW),SAL10449,7764.2910289316,93.57484620642515,4702.119393772072,59.560833902939166,59.80861244019139,7252.22146274778,10000.0,56.73580810454006,38.21138211382114,946,41,2.8,302.0742431362019,1350,2000,440,0.4878842088144414,2217
Bolwarra Heights,SAL10450,8820.140253187443,93.43814080656186,4832.870151170642,53.793574846206425,58.71496924128503,7686.261107313739,10000.0,62.51552136089816,37.48571428571428,979,36,3.1,475.4656408269449,3436,2167,420,0.5108038029386345,2546
Bomaderry,SAL10452,3893.1075102530117,25.358851674641148,2906.2060869259208,73.65003417634998,29.733424470266574,1821.5994531784006,9357.142857142859,76.80339563737527,23.140749846342963,612,45,2.2,904.101869121258,6738,1584,310,0.5972850678733032,1119
Bombala,SAL10454,3481.2013014510753,74.64114832535886,3371.458988380041,95.84757347915243,15.379357484620643,3598.76965140123,9142.857142857143,10.0,17.247386759581882,725,47,2.1,11.460868068868791,1372,1083,215,0.3447214854111406,1277
Bombira,SAL10456,11711.853604252105,94.8051948051948,5143.48906356801,42.916951469583054,54.066985645933016,8752.563226247436,10000.0,10.0,34.707903780068726,1117,40,3.0,71.50964812712826,504,2644,380,0.5462433716686179,2903
Bondi,SAL10462,18759.399671010622,80.99794941900204,5137.100676826374,26.384142173615857,90.70403280929597,9555.707450444292,8952.380952380954,33.87995836706372,64.1001353179973,1386,34,2.1,12040.013877645426,10411,3033,656,0.504995004995005,2546
Bondi Beach,SAL10463,17309.944974066566,82.63841421736159,5124.713921132915,28.605604921394402,93.57484620642515,9829.118250170883,8547.619047619048,73.34153543307087,67.42054517319367,1583,33,2.0,9443.077427821521,11513,3033,675,0.44214976432285336,2795
Bondi Junction,SAL10465,22008.097933743018,76.96514012303486,5142.944990832581,22.36842105263159,89.40533151059466,9398.496240601504,9142.857142857143,72.40155656443991,61.972024136039494,1307,35,2.1,9599.740572593348,10361,3100,660,0.5473485963156965,2379
Bonnells Bay,SAL10466,5731.476652252265,31.16883116883117,3400.5129128764365,58.330485304169514,35.611756664388245,2925.4955570745046,10000.0,81.20479169845872,25.638506876227897,685,42,2.5,1240.9583396917442,4066,1820,400,0.6131386861313868,1460
Bonnet Bay,SAL10467,28427.977089055803,70.67669172932331,5139.673328735956,17.079630895420365,79.08407382091592,8677.375256322624,10000.0,84.90353128595451,50.61349693251533,1104,44,3.0,1980.706257190902,2238,3000,700,0.6270903010033445,3087
Bonny Hills,SAL10468,6052.101590386114,24.128503075871496,3332.7099140552054,54.066985645933016,42.58373205741627,2826.384142173616,9857.142857142859,51.55891666787166,28.904847396768403,677,51,2.5,146.76750003614964,3045,1820,445,0.620384047267356,1421
Bonnyrigg,SAL10469,5349.079345493028,5.0580997949419,2631.1401021169836,48.18865345181134,42.99384825700615,348.59876965140126,10000.0,91.08211162974163,28.99818949909475,486,37,3.2,3216.422325948327,9785,1950,374,0.9259259259259259,1393
Bonnyrigg Heights,SAL10470,7294.056830427421,4.3745727956254274,2836.2563565916275,37.88448393711552,55.7758031442242,1138.0724538619274,9857.142857142859,92.10776802711612,35.785953177257525,568,38,3.6,3421.553605423225,7369,2038,450,0.8280065005417118,1930
Bonville,SAL10472,7700.888882475596,30.211893369788108,3647.815789473684,46.36876281613124,44.56596035543404,3776.4866712235134,10000.0,10.0,29.604822505023442,733,44,2.8,42.66438271649743,2939,2000,465,0.629656837023822,1829
Booker Bay,SAL10475,7320.592302643917,5.673274094326726,2935.3923872180453,39.097744360902254,37.18386876281613,2559.808612440191,8571.428571428572,89.58333333333333,26.39068564036223,659,54,2.1,2916.6666666666665,1442,2167,400,0.7588420684020077,1218
Boolaroo,SAL10480,6197.957520401545,52.08475734791524,3791.663001057406,60.17600820232399,24.880382775119617,4425.837320574163,9785.714285714286,66.79412416033071,21.149144254278728,768,39,2.4,603.823724809921,1636,1907,400,0.5730168269230769,1504
Booragul,SAL10493,4122.529125548111,22.898154477101844,2927.418358133575,70.01025290498974,14.627477785372523,1845.5228981544772,9428.57142857143,81.53592139175258,16.82577565632458,613,51,2.3,1307.1842783505153,1623,1636,320,0.6158865604216338,1114
Boorooma,SAL10499,6988.3503832032875,96.17224880382776,4679.4242555689925,65.96035543403964,76.55502392344498,8417.634996582365,8476.190476190475,80.7975357975358,48.734873487348736,1060,27,3.0,1159.5071595071595,1741,1950,415,0.42452830188679247,2399
Boorowa,SAL10501,3457.5595582685414,62.88448393711552,3225.078263841422,92.27614490772386,22.146274777853726,2925.4955570745046,9357.142857142859,10.0,20.06472491909385,685,50,2.2,2.5013911338403245,1888,1250,245,0.4211117349803481,1199
Bossley Park,SAL10513,8330.8957614742,1.2987012987012987,2667.8512089743467,31.023581681476415,48.66712235133288,464.79835953520166,10000.0,92.07709605590952,31.75048186437708,497,41,3.3,3415.4192111819043,15492,2167,465,1.006190992106485,1542
Botany,SAL10515,16671.912958019395,87.49145591250854,5215.01539779796,30.28024606971975,72.18045112781954,8930.280246069718,10000.0,95.18125759132954,45.03914590747331,1153,36,2.6,4036.2515182659067,12960,2741,550,0.5486023083594637,2373
Bourke,SAL10520,4343.505793261695,99.58988380041012,4308.636021872864,98.1971975393028,22.419685577580314,6001.367053998633,10000.0,10.0,20.211360634081903,860,35,2.5,0.43757172673684297,1699,947,180,0.2541144901610018,1560
Bourkelands,SAL10521,6244.923200787337,99.79494190020506,4901.94456959683,77.49487354750512,63.704716336295284,7901.572112098428,10000.0,82.41014044275173,40.234375,1003,35,2.8,1482.0280885503453,3113,1733,360,0.39872689623437385,2203
Bow Bowing,SAL10524,7294.199836543777,58.64661654135338,4052.2196774778795,54.553998632946005,59.5352016404648,5071.770334928229,10000.0,85.52011004847373,38.12849162011173,807,36,3.1,2104.0220096947464,1606,2000,420,0.5719187875321704,2108
Bowen Mountain,SAL10526,8126.461928543077,91.04579630895421,4688.157552973343,56.69002050580998,50.30758714969241,7238.550922761449,10000.0,10.0,32.74021352313167,945,35,2.9,80.38127401072083,1609,2158,400,0.526984126984127,2235
Bowenfels,SAL10527,3580.341834961579,11.551606288448394,2535.068010936432,69.8051948051948,4.237867395762133,464.79835953520166,9571.428571428572,10.0,12.239583333333332,497,41,2.3,93.87455903239106,2049,1560,185,0.7243460764587526,917
Bowning,SAL10533,5409.257667193679,97.1291866028708,4408.212235133287,80.49384825700615,50.17088174982912,6305.536568694464,10000.0,10.0,32.52595155709342,883,45,2.5,2.1149291447486207,619,1679,330,0.43880128931091555,1888
Bowraville,SAL10535,2779.8359355293896,31.305536568694464,2598.8615857826385,92.48974709501024,11.825017088174983,669.8564593301436,9571.428571428572,10.0,15.900383141762454,521,46,2.3,41.643121686456446,1157,1040,260,0.46065259117082535,947
Box Hill (NSW),SAL10537,18752.785556969822,81.203007518797,5144.902984864354,26.435406698564606,85.91934381408065,9330.143540669857,9238.095238095239,70.40206663575546,58.16471929324594,1271,31,3.3,712.0619990726635,6450,3000,580,0.5446952732554621,2881
